sen_measurement2,sen_measurement3,sen_measurement4,sen_measurement8,sen_measurement9,sen_measurement11,sen_measurement13,sen_measurement17,RUL
642.18,1591.25,1412.16,2388.08,9069.69,47.33,2388.1,394,137
642.04,1590.71,1410.21,2388.07,9060.73,47.47,2388.09,393,136
642.25,1587.04,1398.19,2388.06,9069.04,47.34,2388.05,392,135
642.35,1593.98,1411.28,2388.04,9070.67,47.6,2388.03,393,134
642.65,1587.67,1406.91,2388.06,9069.43,47.3,2388.06,395,133
642.55,1598.36,1402.97,2388.02,9068.61,47.62,2388.1,393,132
642.56,1590.71,1401.9,2388.11,9067.93,47.41,2388.07,392,131
643.28,1583.11,1407.35,2388.11,9063.58,47.47,2388.06,392,130
642.47,1587.92,1402.3,2388.1,9063.68,47.49,2388.05,393,129
642.32,1592.07,1405.72,2388.06,9066.9,47.47,2388.08,395,128
643.02,1588.5,1409.33,2388.0,9061.46,47.4,2388.1,394,127
642.7,1586.81,1404.48,2388.04,9074.89,47.23,2388.03,393,126
642.76,1588.8,1414.13,2388.03,9067.93,47.59,2388.03,393,125
642.56,1591.47,1405.32,2388.08,9071.65,47.39,2388.03,393,124
642.14,1590.46,1403.82,2388.02,9071.03,47.49,2388.07,393,123
642.7,1586.7,1401.7,2388.04,9071.94,47.56,2388.08,391,122
642.94,1589.52,1400.71,2388.03,9063.62,47.38,2388.11,393,121
642.33,1586.19,1413.66,2388.08,9066.51,47.4,2388.06,392,120
642.67,1589.38,1403.62,2388.07,9067.72,47.6,2388.09,393,119
642.28,1590.29,1401.33,2388.08,9069.12,47.45,2388.04,393,118
642.02,1591.96,1404.56,2388.02,9070.47,47.56,2388.04,393,117
642.64,1581.24,1401.66,2388.07,9072.12,47.56,2388.08,394,116
642.24,1587.56,1403.8,2388.06,9069.31,47.21,2388.04,391,115
642.6,1590.83,1405.43,2388.05,9067.52,47.43,2388.05,393,114
642.62,1585.44,1407.18,2388.07,9058.37,47.42,2388.08,394,113
642.39,1586.6,1402.76,2388.09,9077.38,47.48,2388.07,393,112
642.37,1588.55,1401.72,2388.08,9060.31,47.51,2388.04,393,111
642.83,1593.39,1405.53,2388.04,9073.97,47.34,2388.03,394,110
642.88,1588.71,1407.15,2388.08,9073.16,47.4,2388.1,394,109
642.52,1595.76,1407.21,2388.09,9066.72,47.5,2388.07,393,108
642.51,1584.7,1407.25,2388.07,9068.63,47.48,2388.04,394,107
642.54,1590.05,1409.45,2387.98,9070.06,47.53,2388.1,394,106
642.78,1585.88,1404.19,2388.12,9070.41,47.58,2388.09,393,105
643.13,1587.12,1403.88,2388.08,9073.93,47.54,2388.04,394,104
642.97,1590.57,1410.14,2388.07,9067.91,47.53,2388.08,393,103
642.21,1593.96,1407.45,2388.1,9066.73,47.4,2388.07,394,102
642.45,1581.44,1410.23,2388.11,9072.18,47.52,2388.06,393,101
642.56,1591.72,1409.7,2388.13,9068.99,47.43,2388.05,394,100
642.42,1584.79,1408.51,2388.1,9068.78,47.54,2388.07,393,99
642.62,1591.85,1411.03,2388.09,9076.32,47.47,2388.1,395,98
642.58,1598.61,1404.18,2388.08,9073.83,47.4,2388.09,394,97
642.64,1590.12,1407.63,2388.11,9067.02,47.5,2388.06,393,96
642.33,1590.37,1405.12,2388.08,9078.82,47.53,2388.07,393,95
642.24,1596.47,1404.47,2388.11,9078.7,47.42,2388.05,393,94
642.9,1591.01,1413.81,2388.12,9074.69,47.49,2388.03,394,93
643.12,1592.93,1410.38,2388.11,9072.68,47.51,2388.09,394,92
642.97,1591.01,1404.52,2388.16,9069.9,47.71,2388.07,392,91
643.03,1582.31,1402.38,2388.07,9065.7,47.64,2388.05,393,90
642.74,1589.27,1412.87,2388.09,9069.58,47.38,2388.12,394,89
642.35,1589.44,1408.05,2388.08,9070.37,47.55,2388.05,394,88
643.53,1589.56,1410.22,2388.09,9072.74,47.44,2388.04,394,87
643.2,1582.67,1408.79,2388.11,9073.79,47.66,2388.11,393,86
642.82,1593.3,1410.51,2388.12,9071.53,47.42,2388.16,394,85
642.18,1598.16,1413.99,2388.07,9071.91,47.61,2388.09,393,84
642.96,1594.88,1412.2,2388.07,9085.87,47.41,2388.03,394,83
642.32,1588.18,1410.32,2388.03,9075.71,47.4,2388.09,393,82
642.53,1591.35,1406.68,2388.11,9075.58,47.6,2388.12,394,81
642.93,1590.4,1408.01,2388.08,9073.22,47.48,2388.06,392,80
642.83,1588.59,1414.57,2388.07,9076.45,47.59,2388.09,393,79
642.82,1592.32,1413.17,2388.16,9073.93,47.58,2388.11,394,78
642.83,1592.89,1414.04,2388.06,9078.15,47.54,2388.05,392,77
642.57,1585.15,1416.4,2388.09,9080.13,47.58,2388.09,394,76
642.37,1587.22,1403.75,2388.05,9079.94,47.38,2388.06,393,75
643.29,1590.69,1415.34,2388.13,9075.3,47.44,2388.03,395,74
642.68,1584.98,1408.76,2388.03,9079.02,47.3,2388.09,395,73
643.04,1593.04,1415.93,2388.09,9073.53,47.44,2388.05,394,72
642.94,1598.07,1404.97,2388.08,9077.39,47.78,2388.09,395,71
642.62,1593.17,1406.82,2388.09,9076.02,47.42,2388.11,393,70
642.45,1590.6,1409.53,2388.1,9070.62,47.76,2388.14,394,69
643.09,1601.37,1409.17,2388.09,9073.15,47.45,2388.12,393,68
642.83,1591.61,1414.84,2388.09,9077.11,47.66,2388.12,395,67
642.98,1594.5,1403.31,2388.08,9078.2,47.51,2388.05,395,66
642.88,1593.76,1412.46,2388.1,9076.89,47.78,2388.11,395,65
642.46,1594.77,1416.0,2388.08,9073.83,47.53,2388.14,394,64
642.8,1595.94,1410.14,2388.02,9080.92,47.48,2388.07,392,63
642.95,1588.49,1408.61,2388.12,9077.65,47.74,2388.16,394,62
643.0,1594.82,1413.95,2388.09,9075.83,47.63,2388.15,393,61
642.99,1590.86,1407.23,2388.1,9074.34,47.75,2388.08,394,60
642.55,1589.12,1410.7,2388.05,9077.99,47.59,2388.11,392,59
642.53,1593.97,1415.85,2388.14,9078.3,47.73,2388.1,393,58
643.13,1598.8,1407.33,2388.04,9084.15,47.87,2388.08,395,57
642.52,1592.88,1418.97,2388.13,9080.7,47.61,2388.06,395,56
642.82,1603.33,1413.43,2388.14,9084.74,47.67,2388.12,393,55
643.08,1588.73,1412.68,2388.08,9079.67,47.77,2388.11,395,54
642.6,1595.45,1408.18,2388.12,9084.5,47.67,2388.13,391,53
642.6,1589.86,1415.13,2388.08,9079.55,47.82,2388.09,394,52
642.73,1595.92,1421.34,2388.1,9092.28,47.77,2388.14,394,51
642.7,1593.24,1410.48,2388.07,9089.99,47.64,2388.11,394,50
643.11,1596.3,1410.42,2388.12,9090.68,47.65,2388.14,394,49
643.21,1595.73,1413.04,2388.16,9085.04,47.77,2388.12,395,48
643.26,1590.93,1409.59,2388.18,9086.34,47.76,2388.15,394,47
642.75,1596.46,1413.83,2388.06,9087.0,47.78,2388.12,393,46
643.05,1594.95,1411.69,2388.1,9098.52,47.89,2388.07,395,45
642.77,1592.48,1413.6,2388.13,9091.1,47.75,2388.08,393,44
643.54,1590.22,1411.72,2388.16,9087.73,47.69,2388.1,395,43
643.64,1592.44,1415.56,2388.14,9086.04,47.67,2388.21,393,42
642.86,1590.61,1414.59,2388.16,9096.0,47.64,2388.11,393,41
642.89,1595.33,1418.41,2388.12,9090.6,47.78,2388.09,395,40
642.73,1592.63,1420.25,2388.14,9084.78,47.88,2388.1,396,39
642.91,1596.5,1419.68,2388.13,9096.04,47.63,2388.12,394,38
642.8,1600.18,1422.21,2388.1,9092.81,47.77,2388.08,394,37
642.96,1592.51,1417.34,2388.18,9092.83,47.72,2388.12,394,36
643.86,1591.59,1409.81,2388.14,9099.7,47.78,2388.12,395,35
643.65,1595.69,1421.32,2388.17,9092.24,47.8,2388.1,396,34
642.86,1589.93,1419.09,2388.11,9097.67,47.97,2388.12,396,33
643.73,1593.72,1419.91,2388.13,9101.47,47.78,2388.12,394,32
643.37,1597.81,1418.83,2388.15,9085.94,47.8,2388.1,395,31
642.91,1591.14,1413.8,2388.17,9098.64,47.84,2388.12,394,30
643.59,1591.91,1422.34,2388.15,9089.99,47.7,2388.11,395,29
642.93,1593.38,1424.0,2388.15,9095.64,47.83,2388.19,396,28
643.17,1599.29,1416.25,2388.15,9096.96,47.85,2388.11,395,27
643.55,1597.55,1420.79,2388.17,9100.37,47.89,2388.15,394,26
642.63,1594.42,1427.84,2388.15,9108.06,47.74,2388.16,396,25
643.6,1596.01,1422.36,2388.12,9094.56,47.92,2388.16,396,24
643.41,1596.4,1416.62,2388.16,9102.75,47.93,2388.19,397,23
643.35,1596.0,1419.5,2388.17,9107.48,47.99,2388.12,395,22
643.3,1598.33,1422.11,2388.16,9110.96,47.95,2388.17,395,21
643.61,1589.85,1417.12,2388.19,9109.66,48.0,2388.15,395,20
643.5,1599.91,1432.1,2388.21,9105.0,48.03,2388.17,395,19
643.49,1602.55,1422.31,2388.17,9115.94,48.05,2388.15,396,18
643.7,1602.0,1425.05,2388.17,9111.39,47.97,2388.18,397,17
644.05,1599.01,1424.45,2388.24,9105.68,47.85,2388.11,395,16
643.44,1602.8,1420.23,2388.15,9118.05,48.11,2388.2,396,15
643.28,1596.84,1421.97,2388.18,9111.83,47.89,2388.17,396,14
643.89,1601.22,1419.38,2388.16,9115.1,47.91,2388.18,396,13
642.91,1599.95,1418.14,2388.16,9119.64,48.06,2388.2,396,12
643.64,1603.14,1430.92,2388.15,9113.76,47.97,2388.16,396,11
643.66,1602.08,1418.55,2388.16,9110.73,48.15,2388.22,395,10
644.24,1603.65,1426.94,2388.16,9116.76,48.07,2388.15,395,9
643.45,1600.02,1433.36,2388.16,9127.83,48.32,2388.16,397,8
643.41,1602.53,1425.26,2388.11,9113.77,48.11,2388.17,397,7
644.0,1607.99,1418.1,2388.21,9123.29,47.94,2388.19,397,6
644.01,1604.91,1429.76,2388.17,9122.47,48.15,2388.2,396,5
643.62,1608.47,1430.89,2388.2,9124.69,48.09,2388.21,397,4
644.45,1603.86,1430.65,2388.21,9130.13,48.15,2388.17,395,3
643.23,1595.95,1428.86,2388.16,9139.0,48.23,2388.21,397,2
643.81,1608.1,1426.99,2388.23,9134.36,47.95,2388.22,398,1
643.57,1601.18,1428.73,2388.18,9138.58,48.25,2388.19,396,0
641.06,1579.43,1391.2,2387.88,9039.87,47.19,2387.93,392,258
642.03,1579.1,1393.39,2387.88,9044.27,47.09,2387.94,391,257
641.68,1580.43,1391.99,2387.98,9047.66,47.05,2387.98,390,256
641.45,1583.33,1394.74,2387.98,9041.61,47.06,2387.88,391,255
642.18,1580.54,1397.59,2387.92,9048.9,47.14,2387.89,391,254
641.99,1582.24,1390.73,2387.95,9051.68,46.99,2387.94,392,253
641.86,1576.05,1388.42,2387.95,9050.93,46.81,2387.93,390,252
641.29,1573.86,1391.69,2387.92,9045.88,46.99,2387.91,391,251
642.67,1586.82,1391.69,2387.97,9040.21,47.06,2387.92,390,250
642.05,1575.71,1392.27,2387.92,9054.16,47.13,2387.95,390,249
642.49,1585.07,1396.64,2387.99,9054.15,47.0,2387.96,392,248
641.93,1591.54,1395.3,2387.87,9046.56,46.99,2387.93,390,247
642.42,1576.7,1397.8,2387.89,9054.5,46.87,2387.89,391,246
641.65,1587.64,1387.85,2387.89,9044.05,46.93,2387.89,391,245
641.98,1585.22,1398.67,2387.9,9038.88,47.1,2387.88,391,244
642.07,1578.93,1398.34,2387.97,9045.96,47.04,2387.96,391,243
642.09,1587.49,1398.36,2387.92,9041.83,47.01,2387.94,391,242
641.76,1577.67,1403.15,2387.9,9044.34,47.04,2387.93,391,241
641.35,1578.25,1390.52,2387.91,9037.42,46.94,2387.94,390,240
641.7,1579.22,1398.24,2387.94,9048.97,47.22,2387.94,390,239
642.5,1583.82,1392.15,2387.93,9047.83,47.01,2387.99,389,238
641.85,1587.48,1396.16,2387.93,9048.67,47.14,2387.91,390,237
642.2,1574.0,1396.34,2387.93,9048.38,47.02,2387.93,393,236
641.74,1583.92,1392.41,2387.97,9049.07,47.09,2387.98,391,235
642.1,1584.83,1388.97,2387.9,9042.02,47.14,2387.89,389,234
641.31,1582.52,1392.52,2387.98,9051.57,46.99,2387.94,389,233
642.5,1584.84,1390.88,2387.91,9049.17,47.17,2387.87,391,232
642.08,1578.09,1398.9,2387.92,9052.86,47.04,2387.97,390,231
641.61,1581.83,1394.66,2387.91,9046.61,47.05,2387.88,391,230
641.86,1582.07,1399.49,2388.0,9049.07,47.21,2387.93,392,229
641.86,1578.44,1392.72,2387.93,9050.07,47.2,2387.99,392,228
641.69,1580.07,1392.51,2387.91,9045.33,47.11,2387.98,393,227
641.33,1577.92,1393.53,2387.89,9040.27,47.01,2387.91,391,226
641.88,1581.6,1396.85,2387.95,9046.08,47.08,2387.97,389,225
642.75,1576.79,1397.71,2387.96,9042.76,47.07,2387.92,391,224
641.92,1582.0,1388.83,2387.91,9042.59,47.05,2387.91,391,223
641.97,1584.98,1394.74,2387.89,9047.79,46.93,2387.93,390,222
642.0,1585.43,1392.81,2387.95,9044.26,47.17,2387.92,390,221
641.8,1584.87,1391.78,2387.9,9039.8,47.16,2387.9,391,220
641.91,1580.12,1389.35,2387.93,9042.7,47.25,2387.98,390,219
642.51,1578.47,1393.58,2387.92,9052.65,47.09,2387.93,390,218
642.1,1578.56,1393.0,2387.94,9049.19,47.06,2387.97,392,217
642.57,1575.97,1396.47,2387.89,9041.98,46.71,2387.92,393,216
642.0,1585.29,1395.0,2387.91,9051.45,46.85,2387.9,390,215
641.73,1584.02,1391.5,2387.96,9043.73,47.03,2387.92,390,214
642.43,1581.93,1389.01,2387.85,9039.98,46.96,2387.9,391,213
641.58,1585.24,1389.11,2387.94,9046.66,47.09,2387.94,392,212
642.19,1572.17,1392.55,2387.95,9047.59,47.06,2387.95,390,211
641.9,1572.81,1394.37,2387.14,9030.86,47.34,2387.16,390,210
641.81,1581.09,1391.41,2387.91,9041.45,47.09,2387.94,391,209
642.03,1577.12,1391.96,2387.88,9045.83,47.17,2387.93,393,208
641.9,1571.83,1392.65,2387.91,9049.44,47.18,2387.94,391,207
642.27,1588.5,1396.47,2387.92,9051.29,47.21,2387.95,393,206
641.52,1582.81,1389.78,2387.95,9045.27,46.96,2387.92,391,205
641.93,1588.19,1390.45,2387.99,9047.58,46.92,2387.9,391,204
642.08,1585.68,1393.72,2387.92,9045.65,46.98,2387.94,390,203
641.88,1580.23,1389.38,2387.95,9047.4,46.88,2387.94,390,202
642.21,1576.7,1394.32,2387.85,9047.25,47.14,2387.94,391,201
641.73,1581.47,1387.03,2387.93,9039.71,46.99,2387.98,389,200
641.98,1574.15,1390.41,2387.93,9050.88,46.95,2387.96,391,199
642.11,1578.08,1389.13,2387.98,9050.63,47.11,2387.94,392,198
642.27,1579.57,1397.43,2387.9,9053.27,47.31,2387.91,390,197
641.61,1586.69,1393.39,2387.91,9039.35,46.93,2387.93,391,196
641.51,1587.05,1389.44,2387.88,9050.12,47.08,2387.93,391,195
641.82,1583.4,1395.57,2387.94,9042.02,46.83,2387.85,392,194
641.95,1578.88,1400.98,2387.9,9051.31,46.96,2387.9,391,193
641.84,1581.23,1393.14,2387.94,9043.99,47.15,2387.94,392,192
642.4,1583.72,1396.21,2387.94,9047.73,46.97,2387.94,391,191
641.42,1579.93,1395.52,2387.89,9044.43,47.14,2387.93,391,190
641.7,1580.51,1397.81,2387.95,9043.84,46.89,2387.94,390,189
641.62,1579.4,1390.61,2387.92,9049.04,46.99,2387.93,391,188
642.09,1576.59,1389.52,2387.91,9047.02,47.0,2387.93,392,187
642.03,1582.16,1389.3,2387.91,9045.33,47.18,2387.94,390,186
641.41,1582.59,1397.84,2387.91,9040.65,47.05,2387.95,391,185
641.58,1586.9,1395.66,2387.98,9049.74,46.95,2387.98,390,184
642.26,1581.11,1392.34,2387.92,9048.72,46.93,2387.94,392,183
641.65,1582.37,1399.18,2387.94,9044.65,47.22,2387.93,392,182
641.58,1581.33,1393.67,2387.99,9053.43,47.17,2388.02,392,181
641.75,1586.59,1398.43,2387.93,9053.98,47.18,2388.01,393,180
642.19,1581.98,1384.36,2387.9,9044.24,47.07,2387.96,392,179
641.77,1578.3,1391.5,2387.97,9038.31,47.04,2387.99,392,178
641.48,1579.58,1390.01,2387.96,9050.78,47.08,2387.93,391,177
641.87,1579.8,1391.23,2387.93,9038.79,47.02,2387.92,391,176
641.42,1577.53,1394.67,2387.97,9046.8,47.0,2387.95,391,175
642.2,1581.13,1391.87,2387.94,9049.31,47.0,2387.95,391,174
641.23,1582.34,1394.21,2387.94,9053.44,47.16,2387.95,390,173
641.4,1581.38,1395.33,2387.91,9037.6,46.96,2387.94,392,172
641.72,1584.26,1392.07,2387.89,9047.96,47.01,2387.93,389,171
641.84,1583.13,1398.82,2387.93,9044.83,47.04,2387.92,390,170
642.19,1576.69,1390.46,2387.96,9047.0,47.18,2387.99,390,169
641.69,1579.63,1383.31,2387.94,9048.93,46.86,2387.93,391,168
642.5,1579.18,1395.16,2387.94,9048.21,47.09,2387.93,389,167
642.06,1581.81,1389.61,2387.95,9042.06,47.08,2387.91,391,166
642.18,1572.49,1393.23,2387.9,9040.99,46.98,2387.97,390,165
641.37,1576.63,1393.5,2387.93,9050.82,46.97,2387.95,392,164
642.33,1575.18,1401.23,2387.91,9052.7,47.05,2387.99,391,163
641.38,1576.78,1391.29,2387.89,9051.05,47.2,2387.95,392,162
642.23,1582.71,1394.28,2387.96,9050.99,46.94,2387.96,391,161
642.33,1581.95,1390.46,2387.99,9049.68,47.06,2387.97,390,160
642.24,1589.05,1389.45,2387.89,9050.0,47.18,2387.99,390,159
641.99,1581.6,1392.41,2387.93,9044.9,47.08,2387.95,391,158
642.13,1581.59,1394.43,2387.94,9053.64,47.09,2387.9,390,157
642.49,1578.73,1398.08,2387.96,9053.46,47.06,2387.92,391,156
642.02,1579.5,1396.0,2387.97,9047.74,47.01,2387.97,390,155
641.95,1585.6,1394.93,2387.97,9045.96,46.88,2387.94,389,154
642.12,1577.76,1391.87,2387.97,9047.01,47.2,2388.0,391,153
643.08,1576.98,1400.39,2388.0,9051.62,47.16,2387.96,391,152
641.58,1586.2,1392.61,2387.97,9052.58,46.91,2387.97,389,151
641.71,1579.62,1396.8,2387.96,9052.65,47.07,2387.94,392,150
641.62,1581.56,1387.69,2387.95,9048.96,47.05,2387.97,389,149
641.81,1587.09,1395.99,2387.96,9048.92,47.07,2387.91,390,148
642.03,1582.69,1392.16,2387.98,9052.22,46.91,2387.97,390,147
642.0,1579.97,1392.75,2387.97,9060.62,47.19,2387.95,391,146
642.18,1593.54,1394.15,2387.96,9046.84,47.11,2387.99,391,145
642.19,1579.22,1398.26,2387.99,9057.36,47.13,2387.92,391,144
642.17,1574.68,1398.44,2387.96,9050.83,47.21,2387.92,390,143
641.67,1578.97,1392.74,2387.95,9055.0,47.04,2387.97,390,142
642.36,1582.16,1396.14,2387.93,9050.22,47.21,2387.93,390,141
642.12,1580.73,1398.44,2388.01,9058.59,47.03,2388.0,389,140
642.06,1575.16,1398.79,2388.0,9054.13,47.06,2387.92,392,139
641.77,1580.24,1398.12,2387.92,9046.53,47.17,2387.97,393,138
642.24,1582.18,1394.1,2388.03,9047.48,47.08,2387.95,390,137
641.91,1579.56,1391.11,2387.95,9047.84,47.16,2387.94,390,136
642.16,1584.33,1398.59,2387.92,9039.59,47.08,2387.91,391,135
642.26,1582.03,1394.56,2387.95,9048.64,47.21,2387.94,390,134
642.17,1577.5,1403.33,2387.86,9042.68,47.11,2387.96,390,133
642.14,1586.21,1397.26,2387.93,9051.65,47.03,2387.97,391,132
642.33,1583.23,1388.21,2387.97,9050.9,47.23,2387.96,389,131
641.84,1573.73,1403.72,2387.97,9054.82,47.04,2388.0,391,130
642.35,1574.47,1397.94,2387.96,9056.42,47.0,2388.01,393,129
641.82,1578.0,1391.27,2387.98,9050.73,47.12,2387.98,390,128
641.67,1580.17,1398.51,2388.0,9052.23,47.14,2387.95,389,127
642.0,1579.76,1400.18,2387.99,9053.84,46.98,2387.97,390,126
642.02,1585.69,1387.67,2387.98,9051.39,47.13,2387.93,391,125
641.52,1583.4,1393.88,2387.99,9048.14,47.32,2387.95,391,124
642.94,1586.54,1397.19,2387.98,9047.54,47.08,2387.96,389,123
641.93,1582.64,1393.1,2387.99,9054.9,47.1,2387.99,390,122
642.14,1576.89,1395.76,2387.97,9045.12,47.01,2387.98,390,121
641.86,1589.08,1399.12,2387.95,9050.26,47.14,2388.0,391,120
642.22,1585.07,1400.86,2387.94,9048.02,47.15,2387.94,391,119
642.03,1590.31,1393.88,2388.02,9046.71,47.13,2387.99,393,118
642.43,1586.05,1397.7,2387.94,9049.1,47.0,2387.91,391,117
642.07,1582.86,1402.95,2387.92,9060.52,47.03,2387.95,392,116
642.19,1580.19,1391.94,2387.98,9054.38,47.14,2388.0,391,115
641.42,1585.74,1399.07,2387.95,9053.28,47.11,2387.91,392,114
642.0,1586.99,1393.86,2388.02,9059.07,47.09,2387.96,391,113
642.07,1583.48,1399.91,2388.02,9054.43,47.08,2387.96,391,112
641.71,1584.18,1395.34,2388.02,9049.38,47.14,2388.0,392,111
642.52,1583.92,1390.94,2388.01,9056.08,47.23,2388.05,392,110
641.88,1589.79,1398.13,2388.01,9058.85,46.98,2387.99,393,109
642.37,1584.53,1397.51,2387.98,9057.49,47.0,2388.02,391,108
641.76,1576.84,1399.52,2388.01,9058.58,46.97,2388.0,390,107
641.79,1580.78,1406.07,2387.93,9055.67,47.25,2387.98,392,106
642.49,1577.86,1393.51,2387.97,9054.49,47.24,2387.95,393,105
642.15,1582.78,1396.29,2387.96,9055.34,46.95,2387.99,391,104
642.39,1586.9,1394.65,2387.95,9059.4,47.23,2387.96,391,103
642.49,1583.7,1391.71,2387.96,9048.4,47.12,2388.03,392,102
641.98,1587.71,1395.99,2387.97,9059.81,47.04,2387.98,390,101
642.33,1578.19,1395.17,2388.03,9052.26,47.41,2387.98,391,100
642.2,1589.5,1397.84,2388.03,9059.5,47.07,2388.02,391,99
642.4,1591.52,1399.94,2387.95,9058.3,47.23,2387.98,393,98
641.98,1588.59,1401.35,2388.0,9063.82,47.18,2388.04,390,97
642.31,1576.57,1395.48,2388.0,9053.97,47.35,2388.03,392,96
642.23,1584.04,1393.69,2387.99,9069.23,47.13,2388.05,393,95
642.19,1581.35,1406.96,2388.01,9057.4,47.04,2387.97,390,94
642.15,1589.06,1399.2,2387.98,9060.93,47.24,2388.06,392,93
642.33,1579.74,1392.01,2388.01,9055.67,47.08,2388.0,391,92
642.04,1580.78,1391.28,2388.02,9057.0,47.27,2388.02,395,91
642.18,1584.15,1391.84,2388.03,9055.48,47.32,2388.04,393,90
642.24,1586.91,1398.28,2388.01,9061.66,47.21,2388.03,390,89
642.38,1587.93,1394.4,2388.09,9050.95,47.3,2388.07,390,88
642.38,1588.64,1398.4,2388.02,9054.42,47.2,2388.06,392,87
641.75,1584.49,1383.37,2388.03,9057.53,47.14,2388.0,390,86
641.97,1586.1,1403.44,2387.94,9055.77,47.35,2388.02,392,85
642.01,1589.57,1406.15,2388.05,9065.04,47.27,2388.03,391,84
642.64,1585.67,1405.49,2388.05,9068.81,47.32,2388.01,393,83
641.88,1582.61,1395.87,2388.02,9053.06,47.23,2388.02,390,82
642.2,1586.49,1395.89,2388.02,9064.12,47.17,2387.94,391,81
641.91,1592.98,1397.37,2388.07,9062.64,47.35,2388.09,393,80
641.76,1580.02,1398.02,2388.05,9064.59,47.18,2388.03,391,79
641.6,1579.5,1406.89,2388.05,9055.39,47.36,2388.04,393,78
642.15,1589.48,1401.91,2388.03,9062.8,47.26,2388.05,392,77
642.66,1582.11,1400.46,2388.03,9060.67,47.29,2387.99,390,76
641.92,1587.72,1399.73,2388.07,9063.0,47.08,2388.04,391,75
642.2,1584.93,1405.75,2388.0,9061.07,47.24,2388.05,393,74
642.56,1585.63,1397.26,2388.06,9060.65,47.41,2388.04,392,73
642.73,1587.92,1394.63,2388.09,9059.69,47.43,2388.03,393,72
642.25,1582.67,1396.01,2388.09,9068.92,47.35,2388.04,393,71
642.19,1590.6,1395.99,2388.14,9063.76,47.59,2388.04,392,70
642.26,1587.54,1406.02,2388.08,9061.78,47.46,2388.09,392,69
642.09,1582.68,1400.13,2388.1,9068.97,47.24,2388.06,394,68
642.37,1588.72,1392.37,2388.06,9074.89,47.42,2388.04,391,67
642.22,1589.51,1406.1,2388.07,9059.54,47.17,2388.11,391,66
642.38,1585.14,1398.06,2388.03,9066.01,47.13,2388.07,391,65
642.54,1589.16,1394.28,2388.08,9071.67,47.18,2388.05,392,64
642.44,1587.52,1404.79,2388.12,9069.18,47.57,2388.03,391,63
642.72,1589.43,1399.49,2388.06,9065.06,47.27,2388.07,393,62
642.33,1591.4,1401.9,2388.12,9071.23,47.25,2388.09,393,61
642.22,1579.89,1410.73,2388.09,9074.1,47.53,2388.07,392,60
641.82,1587.17,1402.33,2388.14,9069.57,47.26,2388.12,393,59
642.0,1591.41,1404.24,2388.07,9066.36,47.5,2388.11,393,58
642.22,1587.49,1408.73,2388.06,9069.09,47.38,2388.07,393,57
641.69,1588.7,1399.69,2388.12,9067.7,47.51,2388.09,393,56
642.7,1584.41,1400.53,2388.13,9065.87,47.44,2388.12,393,55
642.32,1593.65,1400.99,2388.13,9078.18,47.55,2388.09,393,54
642.19,1597.08,1409.16,2388.11,9080.31,47.68,2388.13,394,53
642.57,1589.68,1397.98,2388.13,9074.54,47.55,2388.1,393,52
642.52,1593.54,1405.6,2388.16,9070.25,47.42,2388.12,392,51
642.87,1584.9,1403.65,2388.11,9070.64,47.45,2388.1,392,50
642.53,1587.64,1396.57,2388.1,9070.83,47.42,2388.09,391,49
642.57,1593.5,1404.4,2388.17,9076.0,47.42,2388.16,391,48
642.9,1595.29,1411.86,2388.13,9069.97,47.38,2388.17,393,47
642.81,1590.12,1407.0,2388.14,9079.03,47.41,2388.13,391,46
642.98,1593.2,1415.02,2388.14,9084.36,47.34,2388.12,393,45
642.81,1585.0,1417.9,2388.12,9079.5,47.49,2388.18,391,44
642.59,1593.18,1401.43,2388.19,9080.83,47.52,2388.18,392,43
643.0,1584.25,1413.64,2388.12,9085.7,47.53,2388.16,394,42
642.69,1585.64,1409.63,2388.16,9070.01,47.47,2388.18,394,41
642.98,1589.78,1407.24,2388.17,9080.65,47.61,2388.19,392,40
643.54,1592.25,1406.9,2388.2,9077.39,47.56,2388.18,392,39
642.38,1588.11,1412.12,2388.2,9084.99,47.43,2388.23,392,38
642.5,1600.5,1410.73,2388.18,9084.3,47.66,2388.17,393,37
642.88,1591.45,1408.09,2388.24,9076.38,47.65,2388.25,394,36
642.73,1598.18,1404.01,2388.19,9077.68,47.65,2388.24,394,35
642.3,1592.33,1410.04,2388.16,9081.8,47.69,2388.22,393,34
642.27,1590.38,1404.58,2388.23,9084.35,47.63,2388.21,392,33
642.95,1593.2,1407.04,2388.29,9081.53,47.51,2388.25,395,32
642.55,1593.78,1403.1,2388.24,9085.18,47.59,2388.25,394,31
642.2,1585.3,1409.05,2388.25,9085.23,47.35,2388.24,394,30
643.19,1588.67,1414.19,2388.27,9089.45,47.87,2388.25,394,29
642.78,1588.32,1417.35,2388.27,9089.09,47.54,2388.3,393,28
642.35,1592.07,1407.32,2388.27,9086.47,47.64,2388.24,395,27
642.74,1592.25,1416.02,2388.26,9087.32,47.61,2388.27,394,26
643.0,1589.49,1404.92,2388.27,9085.61,47.52,2388.26,395,25
642.36,1596.02,1409.48,2388.29,9092.69,47.6,2388.28,394,24
642.99,1598.31,1409.69,2388.33,9090.29,47.67,2388.31,395,23
642.57,1589.83,1413.79,2388.29,9096.81,47.66,2388.26,395,22
642.89,1583.87,1419.04,2388.35,9095.38,47.89,2388.26,394,21
